商品名称,商品价格,店铺名称,商品评论量,发货地,商品链接,店铺链接,图片链接
静阁轩 双面绣摆件家居饰品刻字个性定制送客户商务会议纪念礼品 事事如意,￥1288.00,静阁隆礼品专营店,1,四川,https://item.jd.com/10066906473051.html,https://mall.jd.com/index-700659.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/93066/32/28895/163560/638ef2fdE2bb66058/966b38d1f587309a.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 松鹤延年-20cm鸡翅木,￥558.00,晨圈汇旗舰店,5,四川,https://item.jd.com/40713655817.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/123380/22/28394/129888/6368a25cE2053b9c6/eceeb53e7b186c01.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 梅花熊猫-20cm紫光檀,￥688.00,晨圈汇旗舰店,5,四川,https://item.jd.com/40713655823.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/206931/3/28115/60677/6368a28fEd548d3ce/8bddd08333d04a08.jpg
久拙汇 手工刺绣檀木双面绣大号摆件四川特色装饰工艺送外宾出国礼品 青竹款,￥6188.00,久拙汇旗舰店,1,四川,https://item.jd.com/40940741931.html,https://mall.jd.com/index-918903.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/184295/33/28120/99031/632969ccE8890b9d5/68e0f174faf257e5.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 年年有余-20cm鸡翅木,￥558.00,晨圈汇旗舰店,5,四川,https://item.jd.com/40713655819.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/170088/17/32188/123194/6368a266E6afd1012/427a13cc9a1eb5d6.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 鸟语花香-20cm鸡翅木,￥558.00,晨圈汇旗舰店,5,四川,https://item.jd.com/40713655822.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/223995/4/15132/134540/6368a255E901eba33/13097d90461a6dc8.jpg
依山锦绣  成都特色蜀锦围巾中国风礼品四川特色礼品送老外爸爸妈妈生日礼物会议外事礼品 三八节礼物 男式灰色,￥458.00,依山锦绣旗舰店,11,四川,https://item.jd.com/72108241774.html,https://mall.jd.com/index-754134.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/152978/37/10160/315589/5fdb0426E881c59c3/f6d7d3fa76952d78.jpg
雪宧绣谱（手绘彩图修订版）中国古物质文化刺绣土家绣瑶绣满绣苏绣顾绣粤绣湘绣中国四大名绣中国传统刺绣技艺书,￥29.00,重庆出版集团官方旗舰店,25,四川,https://item.jd.com/31579283894.html,https://mall.jd.com/index-814659.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/197727/30/20729/144798/62343483Ec1004028/de95839781ad6bdd.jpg
安靖之乡 手工刺绣中国风吉祥锦鲤鱼高档礼品摆件 客厅办公室家居装饰台屏 四川特色伴手礼 太极锦鲤C 20cm画心,￥1635.00,安靖蜀绣之乡旗舰店,2,四川,https://item.jd.com/10037718093452.html,https://mall.jd.com/index-10111120.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/95489/20/17392/332719/61512343E9cff1cfd/24a5f01c3fb0a0c8.png
2022 蜀锦丝巾蜀锦真丝围巾女特色中国风手工刺绣围脖送老外妈妈丝绸礼品 玫红,￥550.76,豫善家居专营店,0,四川,https://item.jd.com/10057289730162.html,https://mall.jd.com/index-12227070.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/81068/14/21590/81934/62e25430E9ff2fa84/9cfe469022bd7a8d.jpg
安靖之乡 萌萌熊猫系列小型家居装饰摆件 送孩子生日礼物 非遗纯手工双面刺绣小礼品伴手礼 款式1,￥165.00,安靖蜀绣之乡旗舰店,5,四川,https://item.jd.com/10037152267697.html,https://mall.jd.com/index-10111120.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/119209/14/21404/326686/6225b3c3E5a89be1b/550713605ee35292.jpg
安靖之乡 竹子熊猫系列非遗装饰摆件 纯手工双面刺绣工艺礼品 四川特色出国礼物伴手礼定制刻字 C款,￥1800.00,安靖蜀绣之乡旗舰店,2,四川,https://item.jd.com/10035721917755.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/180503/34/20478/232427/611df76aE2f89c379/b9b02bd7ad599ef1.jpg
安靖之乡 手工刺绣中国风吉祥锦鲤鱼高档礼品摆件 客厅办公室家居装饰台屏 四川特色伴手礼 太极锦鲤A 20cm画心,￥1635.00,安靖蜀绣之乡旗舰店,2,四川,https://item.jd.com/10037718093450.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/120282/34/20413/300665/61512343E76861924/0fedf5a809d1e8e1.jpg
老秀馆 手工刺绣双面绣檀木摆件中国四川特色礼品送老外出国礼物圣诞节礼品送老师开业搬家礼物送朋友 福气满满,￥325.00,老秀馆官方旗舰店,19,四川,https://item.jd.com/10057120880518.html,https://mall.jd.com/index-10051377.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/158060/35/29114/133298/62df5547E8e76a3c2/2e0b91c98df92b0c.jpg
安靖之乡 萌萌熊猫系列小型家居装饰摆件 送孩子生日礼物 非遗纯手工双面刺绣小礼品伴手礼 款式8,￥165.00,安靖蜀绣之乡旗舰店,5,四川,https://item.jd.com/10045892662650.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/220456/21/14038/325962/6225b3c3E947dde8f/0232af7a8f52b722.jpg
久拙汇 蜀锦中国风四川特色手工艺品外事纪念礼物客厅卷轴挂画送老外 初春,￥688.00,久拙汇旗舰店,3,四川,https://item.jd.com/40846299368.html,https://mall.jd.com/index-918903.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/178230/18/28105/164626/632969b0Efb5d0fd8/cd5e30404ec1d19e.jpg
仙袋 双面绣会议客厅刺绣成都特色手工摆件创意商务礼品时尚马到成功 马到成功,￥21061.00,仙袋居家旗舰店,0,四川,https://item.jd.com/10056651583629.html,https://mall.jd.com/index-12227617.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/106818/24/31422/174928/62e27fb1E88fc0dfe/76be8cb2176e61c3.jpg
晨圈汇 熊猫双面绣屏风工艺品摆件中国风送老外手工刺绣礼物出国礼物外事礼品苏绣广绣湘绣摆件 红梅熊猫,￥1888.00,晨圈汇旗舰店,1,四川,https://item.jd.com/40348551615.html,https://mall.jd.com/index-897704.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/96128/2/31046/93109/63296b31Ea6fcd497/8037e1c682e8f17d.jpg
晨圈汇（chenquanhui） 手工刺绣双面绣摆件中国风礼品送老外出国外事熊猫纪念品 迎春梅,￥588.00,晨圈汇旗舰店,10,四川,https://item.jd.com/40756048707.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/110974/3/31862/107754/636b1f4dE61c3b372/3abcb84ec5f74896.jpg
晨圈汇 湘绣刺绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣苏绣广绣母亲节礼物 送礼盒 喜上眉梢一鸡翅木 画心直径20cm,￥528.00,晨圈汇旗舰店,10,四川,https://item.jd.com/42694068981.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/104305/19/26405/135615/63296e21Ebfa97a59/531b031fbb073ccf.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 小叶牡丹 双面绣,￥488.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324472.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/62904/31/21494/84473/63296e27Ece751311/c29e01898678cbc7.jpg
2022 蜀锦丝巾蜀锦真丝围巾女特色中国风手工刺绣围脖送老外妈妈丝绸礼品 玫红,￥550.76,豫善家居专营店,0,四川,https://item.jd.com/10057289730162.html,https://mall.jd.com/index-12227070.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/81068/14/21590/81934/62e25430E9ff2fa84/9cfe469022bd7a8d.jpg
成都特色伴手礼手工刺绣熊猫摆件中国风礼品送老外新款如意 友好国宝,￥583.80,上策旗舰店,2,四川,https://item.jd.com/10059139833115.html,https://mall.jd.com/index-12231268.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/222881/2/17530/153620/630cae65E64f48491/ef9973b0b04aafdb.jpg
临宝得乐 成都手工刺绣双面绣屏风居家办公室摆件事事如意开业乔迁礼物 事事如意,￥2980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10036854520088.html,https://mall.jd.com/index-718848.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/204211/21/5747/177040/6139d301E083f69e6/9e51d0e9d9074891.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 花朵锦簇 双面绣,￥488.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324452.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/178689/40/29057/75195/63296e10E42f57f36/01d4c24eed10609c.jpg
晨圈汇 苏绣摆件鸡翅木双面绣摆件梅花荷花仙鹤喜上眉梢台屏苏绣成品刺绣送外国友人工艺品礼品湘绣粤绣 喜上眉梢-1 双面绣,￥488.00,晨圈汇旗舰店,2,四川,https://item.jd.com/10059377588205.html,https://mall.jd.com/index-897704.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/176284/12/27710/77338/63296a26E5b962aa7/a1a1dea08f85f61c.jpg
蜀锦四川成都特色工艺礼品装饰蜀锦卷轴挂画送老外 熊猫步步高,￥1616.00,KDJSU旗舰店,2,四川,https://item.jd.com/10042523541881.html,https://mall.jd.com/index-11588829.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/202650/32/19584/187530/61c15b9aE2d83f42a/f904a652ce5fc33a.jpg
久拙汇 蜀锦中国风四川特色手工艺品外事纪念礼物客厅卷轴挂画送老外 初春,￥688.00,久拙汇旗舰店,3,四川,https://item.jd.com/40846299368.html,https://mall.jd.com/index-918903.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/178230/18/28105/164626/632969b0Efb5d0fd8/cd5e30404ec1d19e.jpg
帅创 双面绣送礼中国特色新家摆件送老外的中国民族风大气刺绣手工艺品送朋友 富贵花开,￥3560.00,帅创旗舰店,0,四川,https://item.jd.com/10031847726810.html,https://mall.jd.com/index-11074809.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/177633/7/7097/206422/60b62e87Efe010ca7/108425f5072eb54a.jpg
晨圈汇 摆件牡丹花双面手工刺绣四川成都礼物出国送老外接待会议礼品苏绣广绣湘绣摆件 鸡翅木-牡丹B款-内圆20cm,￥788.00,晨圈汇旗舰店,7,四川,https://item.jd.com/40723981322.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/34944/24/18636/155906/63296bb7E31ee8b74/09b8fab683ba7ace.jpg
摆件双面刺绣工艺品小屏风摆件 中国特色礼品送老外出国商务企业定制 喜上眉梢2号,￥288.00,少府礼品专营店,0,四川,https://item.jd.com/66061744990.html,https://mall.jd.com/index-10073052.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/94268/5/14127/129694/5e5f4ed2Ea4c6828b/a85c9e8f021a97f8.jpg
成都特色伴手礼手工刺绣熊猫摆件中国风礼品送老外新款如意 美满国宝,￥583.80,上策旗舰店,2,四川,https://item.jd.com/10059139833116.html,https://mall.jd.com/index-12231268.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/200856/14/26581/115781/630cae71E5c5169c6/01389b5674b45dc5.jpg
晨圈汇 苏绣摆件鸡翅木双面绣摆件梅花荷花仙鹤喜上眉梢台屏苏绣成品刺绣送外国友人工艺品礼品湘绣粤绣 年年有余 双面绣,￥488.00,晨圈汇旗舰店,2,四川,https://item.jd.com/10059377619712.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/129620/10/30741/63704/63296a1fE6556881e/9449279b5776e25e.jpg
久拙汇 成都特色手工刺绣摆件芸香木八角双面绣摆件送老外熊猫纪念礼品 秋之恋熊猫,￥688.00,久拙汇旗舰店,0,四川,https://item.jd.com/40940757752.html,https://mall.jd.com/index-918903.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/185573/21/28846/103533/632969ceE82dd3327/89bfc143fb2a6661.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 姜黄色 款16-江南水乡 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721455.html,https://mall.jd.com/index-11625909.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/214161/30/5546/162395/619da84cE22a8b18a/005e0a6e0948c45b.jpg
安靖之乡 中式纯手工刺绣客厅装饰画非遗荷花系列玄关墙壁挂画 高档酒店民宿装饰品 静影沉璧,￥9000.00,安靖蜀绣之乡旗舰店,0,四川,https://item.jd.com/10020934283740.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/117717/5/16661/227049/5f472f7dE7497ccc5/aa37d3d2f78650b3.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 深灰色 款5-枫叶锦鲤 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721447.html,https://mall.jd.com/index-11625909.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/169423/30/25483/151457/619da846Ed56932bf/f056220b749b23a1.jpg
琉唐艺汇 团扇故宫圆扇子夏汉服湘香妃扇双面真丝手工刺绣送老外工艺扇 年年有余,￥896.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/71022780768.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/96543/4/25342/162463/62340a38E840ca62a/9f96acc1a208475d.jpg
晨圈汇 摆件牡丹花双面手工刺绣四川成都礼物出国送老外接待会议礼品苏绣广绣湘绣摆件 檀木-兰花B-内圆20cm,￥1028.00,晨圈汇旗舰店,7,四川,https://item.jd.com/40723981337.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/220562/16/21386/116962/63296bdbE85262142/475ecedec38792bc.jpg
苏绣摆件雅绣集湘绣非苏绣手工刺绣摆件桌面双面绣屏风新中式新年礼 绿色 竹叶熊猫 双面绣摆件+定制绣名字,￥1137.24,增宜家纺专营店,0,四川,https://item.jd.com/10066562796450.html,https://mall.jd.com/index-11815493.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/204167/33/29332/184744/638ea25aEce81ba7d/f261e1cea68f85a9.jpg
帅创 双面绣送礼中国特色新家摆件送老外的中国民族风大气刺绣手工艺品送朋友 年年有余,￥3560.00,帅创旗舰店,0,四川,https://item.jd.com/10031847726807.html,https://mall.jd.com/index-11074809.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/172310/38/12521/185536/60b62e84E8fb51cab/0921cb6e2e85a125.jpg
晨圈汇 蜀锦成都非遗熊猫相框大熊猫摆件屏风中国风出国外宾礼品 闲情逸致,￥168.00,晨圈汇旗舰店,0,四川,https://item.jd.com/40706132808.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/129850/12/31122/92224/63296b9eE29db7684/5a97d493fa281a56.jpg
花语隆 花鸟双面绣 手工刺绣屏风中国风非遗送老外特色家居饰品摆件 利市三倍,￥3180.00,花语隆旗舰店,7,四川,https://item.jd.com/10053047945390.html,https://mall.jd.com/index-145879.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/158486/35/24153/155910/628ef032E0f337621/d9067955797a1772.jpg
琉唐艺汇（ltyh） 琉唐艺汇 双面绣都特色地区礼品屏风摆件双面刺绣手工艺品送老外中国风礼品 松鹤延年,￥890.00,琉唐艺汇旗舰店,0,四川,https://item.jd.com/10065365725244.html,https://mall.jd.com/index-876902.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/222937/40/20202/197781/636ca485E877548a1/10f1955850c9f66b.jpg
成都特色双面绣屏风摆件出国送老外的手工艺礼品中国刺绣礼物 秋之恋熊猫,￥980.00,静阁隆工艺品专营店,0,四川,https://item.jd.com/42432011865.html,https://mall.jd.com/index-718848.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/23702/26/8958/311077/5c7a4ce4E34acc33e/3ca598eb1744449c.jpg
琉唐艺汇 围巾大红寿字围巾披肩礼品贺寿生日礼物送老人送长辈外事礼品 红色寿字围巾,￥498.00,琉唐艺汇旗舰店,0,四川,https://item.jd.com/43081922996.html,https://mall.jd.com/index-876902.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/19697/22/11655/274854/5c91f8c2E0726f56d/ef6bf990423e5b5d.jpg
晨圈汇 蜀锦成都非遗熊猫相框大熊猫摆件屏风中国风出国外宾礼品 熊猫母子A款,￥168.00,晨圈汇旗舰店,0,四川,https://item.jd.com/40706132809.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/206003/40/17501/86054/63296baaEd702f0fa/09a6a207f7f2118f.jpg
老秀馆 手工刺绣熊猫卷轴挂画出国外事礼品乔迁礼物中国风特色工艺礼品送老外 红粉佳人,￥399.00,老秀馆官方旗舰店,21,四川,https://item.jd.com/10040593888634.html,https://mall.jd.com/index-10051377.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/161166/36/25055/174749/619319ffEaa3e0f27/ca031705337660fe.jpg
琉唐艺汇  双面绣紫光檀木架摆件四川特色礼物送老外传统刺绣纪念品熊猫工艺双面绣屏风摆件 友爱熊猫款,￥1380.00,琉唐艺汇旗舰店,36,四川,https://item.jd.com/38022567878.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/20086/39/15563/201115/5cb19386E82dfadb9/74a86a3e5429b788.jpg
依山锦绣 双面绣摆件家居饰品刻字个性定制送客户商务会议纪念礼品 花中仙鹤,￥980.00,依山锦绣旗舰店,1,四川,https://item.jd.com/10025283691119.html,https://mall.jd.com/index-754134.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/146611/8/18697/243436/5fdb03a7E619d4c6e/e2f6a80556f0a372.jpg
晨圈汇 苏绣摆件鸡翅木双面绣摆件梅花荷花仙鹤喜上眉梢台屏苏绣成品刺绣送外国友人工艺品礼品湘绣粤绣 马到成功 双面绣,￥488.00,晨圈汇旗舰店,2,四川,https://item.jd.com/37745473675.html,https://mall.jd.com/index-897704.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/131353/14/30369/66608/63296a06E86cb83ee/d9a2faf3526b7518.jpg
重礼 时尚中国风特色礼品送老外商务檀木双面手工绣四川成都特色旅游纪念大气客厅家用乔迁创意 高瞻远瞩,￥3431.00,重礼装饰旗舰店,0,四川,https://item.jd.com/10063854739157.html,https://mall.jd.com/index-12358891.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/219428/19/22745/162926/635641b6Eb1c8566f/c0a5f62eb3962ab4.jpg
星罗宇双面绣摆件成都特色屏风出国送老外工艺礼品中国刺绣礼物 五只熊猫,￥880.00,星罗宇创意礼品专营店,4,四川,https://item.jd.com/42237444368.html,https://mall.jd.com/index-764961.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/46798/8/5420/322324/5d32db54E9d099d8d/8623b3d8826e2119.jpg
琉唐艺汇  双面绣紫光檀木架摆件四川特色礼物送老外传统刺绣纪念品熊猫工艺双面绣屏风摆件 玉兰花款,￥1380.00,琉唐艺汇旗舰店,36,四川,https://item.jd.com/38022567883.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/31507/28/10730/201199/5cb19385E3db637b5/6883dc5436d9a1ba.jpg
安靖之乡 四川方言熊猫双面绣工艺礼品 非遗纯手工刺绣家居装饰摆件 成都特色伴手礼送老外 逗虫虫 5寸,￥165.00,安靖蜀绣之乡旗舰店,8,四川,https://item.jd.com/10031998697962.html,https://mall.jd.com/index-10111120.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/186020/31/7429/152677/60b9e495Ec47eb1f0/1e48f73ab81b4d7e.png
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 松鹤延年,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397104.html,https://mall.jd.com/index-718848.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/123894/24/12436/496997/5f5b023cE849181ea/80369c25191df1f4.jpg
晨圈汇 成都双面绣熊猫台屏屏风中国风出国外事礼品送老外礼物苏绣湘绣广绣纪念品摆件工艺品 红叶熊猫,￥3888.00,晨圈汇旗舰店,0,四川,https://item.jd.com/10037582208271.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/170226/3/30240/121417/63296e47Ef19ab279/4595661aa0155697.jpg
苏绣绣架 实木绣凳绷架 厂家刺绣架子 十字绣湘绣通用 绣花架 杋绷【60cm】,￥77.42,泰晨旗舰店,0,四川,https://item.jd.com/10054082812152.html,https://mall.jd.com/index-10231301.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/4029/26/17928/84969/62a04077Ebc902d64/aba819318bc190df.jpg
老秀馆 手工刺绣双面绣檀木摆件中国四川特色礼品送老外出国礼物圣诞节礼品送老师开业搬家礼物送朋友 母爱,￥325.00,老秀馆官方旗舰店,19,四川,https://item.jd.com/10031972322358.html,https://mall.jd.com/index-10051377.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/138915/30/31341/106354/63719d70Ed8cbfde3/f271ae52a26e0450.jpg
琉唐艺汇 蜀锦围巾 围巾外事礼品中国风特色四川成都蜀锦披肩刺绣 送老外纪念礼品 大红开口笑,￥670.00,琉唐艺汇旗舰店,25,四川,https://item.jd.com/44274895759.html,https://mall.jd.com/index-876902.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/31844/21/9080/275695/5ca334ceE1110d4ce/3a2616349520011f.jpg
东方美绣新款小件印花刺绣diy花卉图案绣品苏绣粤绣新手入门自己手工刺绣DIY艺术材料包 萨曼莎【材料包+方框+辅助绣绷】,￥29.90,东方美绣旗舰店,200+,四川,https://item.jd.com/10020395470177.html,https://mall.jd.com/index-36342.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/136949/31/6939/107722/5f366af6Ebf635b31/da89fa8b258f0ddb.jpg
安靖之乡 非遗礼品摆件虎头帽熊猫双面绣 创意中国风家居装饰品 手工刺绣四川特色礼物送老外 款式二（深色外框） 14*21cm,￥435.00,安靖蜀绣之乡旗舰店,1,四川,https://item.jd.com/10048043345385.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/192913/31/22907/382563/62469f1bE72530db0/525339dbdc34b519.jpg
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 蝶恋花,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397097.html,https://mall.jd.com/index-718848.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/149651/18/8239/256628/5f5b0237Ee4746fcd/4829a93a6e5d590d.jpg
红鸟 双面苏绣刺绣摆件木架子台屏风直销商务小礼品客厅大气待客乔迁礼物创意家用 玉兰小鸟,￥2922.00,客膳家居专营店,0,四川,https://item.jd.com/10057666107261.html,https://mall.jd.com/index-12250106.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/119940/11/26818/137062/62f21c37E554e2bcc/f991a7f7362870ba.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 香槟色 款24-苏州园林 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721463.html,https://mall.jd.com/index-11625909.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/168932/15/25080/174860/619da854Ec91d79df/a2e1e65a5849eae0.jpg
喜上佳 手工刺绣苏绣双面绣屏风客厅装饰中国特色礼品礼物 如意屏风仙鹤寿桃,￥1757.00,喜上佳旗舰店,1,四川,https://item.jd.com/10055744710344.html,https://mall.jd.com/index-96706.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/158857/23/32788/179246/637f0a72E48c9de99/aa2f561bc5484e9f.jpg
安靖之乡 国礼典藏梅花熊猫高档礼品摆件 手工刺绣双面绣家居装饰工艺品四川特色中国风非遗礼品 梅花双熊F款,￥2985.00,安靖蜀绣之乡旗舰店,9,四川,https://item.jd.com/10032228707850.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/176212/27/13817/124205/60c08f9bEc65e4d7a/73123770658522a0.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 孔雀2 双面绣,￥488.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324464.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/145523/37/29600/69061/63296e21Ec5fa713e/dce7cbf5507c03da.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 梅花熊猫-30cm鸡翅木,￥1288.00,晨圈汇旗舰店,5,四川,https://item.jd.com/10065086893739.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/99967/10/34780/103082/6368a27dE677bd549/89a575e4ea197f5f.jpg
红鸟 25圆五福熊猫屏风出国送外国友人书房客厅待客双面绣乔迁桌面摆件家用手工大气创意商务礼物 梅花熊猫30圆,￥5235.00,客膳家居专营店,0,四川,https://item.jd.com/10057666054089.html,https://mall.jd.com/index-12250106.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/31972/39/16950/206052/62e94ea7E2ea9ac8f/d734872a7da88bf1.jpg
倚楼听风 四川熊猫手工双面绣屏风摆件中国风特色旅游送老外花梨木摆台 秋之恋熊猫,￥634.00,倚楼听风官方旗舰店,1,四川,https://item.jd.com/10065195021795.html,https://mall.jd.com/index-188733.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/8191/37/21269/98924/636a1104E03a5e0ef/db973d4db23ebeaf.jpg
喜家隆（Hey kalo）公司年 文化礼品 送外国人围巾手工刺绣丝巾中国特色礼物送老 奶白金梅,￥245.00,幔雅家居专营店,0,四川,https://item.jd.com/10067032186546.html,https://mall.jd.com/index-12286767.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/220093/26/23359/111068/63929d4cE6a665df3/271b53c3727d8740.jpg
琉唐艺汇 蜀锦围巾 围巾外事礼品中国风特色四川成都蜀锦披肩刺绣 送老外纪念礼品 银牡丹,￥670.00,琉唐艺汇旗舰店,25,四川,https://item.jd.com/44274895753.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/31307/31/8884/267370/5ca334ccE740e8cfb/a5b819b15a8c7b91.jpg
